ID,Price,Levy,Brand,Model,Year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Fuel Efficiency
45810177,549,690,chevrolet,malibu,2016,Sedan,Yes,Petrol,1.5,229003 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,24.815384615384616
45803262,13799,765,hyundai,sonata,2015,Sedan,Yes,LPG,2,30258 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,23.79824561403509
45756528,25089,642,volkswagen,tiguan,2012,Jeep,Yes,Petrol,2.0 Turbo,90000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8,22.954545454545453
45816578,392,585,hyundai,elantra,2013,Sedan,Yes,Petrol,1.8,353774 km,4.0,Automatic,Front,04-May,Left wheel,White,12,28.050505050505052
45766873,6272,-,mazda,mpv,2001,Minivan,No,Petrol,2.5,138974 km,6.0,Automatic,4x4,04-May,Right-hand drive,Black,0,17.90625
45751939,549,810,hyundai,elantra,2016,Sedan,Yes,Petrol,1.8,73674 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,28.050505050505052
45792230,17719,1202,hyundai,sonata,2017,Sedan,No,Petrol,2.4,0 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0,23.79824561403509
45732844,15681,891,hyundai,sonata,2016,Sedan,Yes,LPG,2,219432 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,23.79824561403509
45649953,392,779,toyota,camry,2013,Sedan,Yes,Hybrid,2.5,232032 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,23.541353383458645
45512290,36065,1273,land rover,discovery,2009,Jeep,Yes,Diesel,2.7 Turbo,147000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,17.434782608695652
45772027,392,2476,chrysler,sebring,2001,Coupe,Yes,Petrol,3,289520 km,6.0,Automatic,Front,02-Mar,Left wheel,Black,12,21.4375
45771002,35,-,toyota,prius,2008,Hatchback,No,Hybrid,1.5,0 km,4.0,Automatic,Front,04-May,Left wheel,White,6,48.625
45675929,12544,878,honda,civic,2009,Sedan,Yes,Petrol,1.8,75000 km,4.0,Automatic,Front,04-May,Left wheel,White,12,29.164473684210527
45743709,14113,-,chevrolet,cruze,2014,Sedan,No,Petrol,1.8,130000 km,6.0,Tiptronic,Front,04-May,Left wheel,Blue,6,31.0
45803223,15053,765,hyundai,sonata,2015,Sedan,Yes,LPG,2,586436 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,23.79824561403509
45760581,20071,-,toyota,camry,2012,Sedan,No,Petrol,2.5,256000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,6,23.541353383458645
45809336,24239,502,honda,fit,2013,Hatchback,Yes,Petrol,1.5,20100 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,31.692307692307693
45732752,5645,891,hyundai,sonata,2016,Sedan,Yes,LPG,2,596900 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4,23.79824561403509
45757912,13172,779,ford,fusion,2013,Sedan,No,Petrol,2.5,208723 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0,22.444444444444443
45809185,5209,447,honda,fit,2013,Hatchback,Yes,Petrol,1.3,69219 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,31.692307692307693
44825509,19757,1051,hyundai,sonata,2016,Sedan,No,Petrol,2.4,83200 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,12,23.79824561403509
45776400,28,-,toyota,prius,2006,Sedan,Yes,Hybrid,1.5,252800 km,4.0,Automatic,Front,04-May,Left wheel,Silver,6,48.625
42022121,408,-,lexus,lx 570,2010,Jeep,Yes,Petrol,5.7,174000 km,8.0,Tiptronic,4x4,04-May,Left wheel,White,12,14.307692307692308
45796367,15681,585,toyota,prius,2013,Sedan,Yes,Hybrid,1.8,0 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,8,48.625
45642067,5018,779,toyota,camry,2013,Sedan,Yes,Hybrid,2.5,190549 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,23.541353383458645
45813023,13485,-,toyota,prius,2009,Sedan,No,Hybrid,1.5,288000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,48.625
45667252,16308,-,hyundai,sonata,2011,Sedan,Yes,Hybrid,2.4,107000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,10,23.79824561403509
45768611,470,1750,toyota,highlander,2008,Jeep,Yes,Hybrid,3.3,182024 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12,23.375
45606391,48610,1058,toyota,highlander,2012,Jeep,Yes,Hybrid,3.5,75000 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,12,23.375
45656672,3293,761,toyota,prius,2010,Hatchback,Yes,Hybrid,1.8,159382 km,4.0,Automatic,Front,04-May,Left wheel,White,12,48.625
45809697,27911,585,honda,civic,2013,Sedan,Yes,Petrol,1.8,90000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,29.164473684210527
45797357,59831,640,hyundai,genesis,2013,Coupe,Yes,Petrol,2,53885 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,20.454545454545453
45733360,13172,891,hyundai,sonata,2016,Sedan,Yes,LPG,2,358526 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4,23.79824561403509
45788918,20698,639,hyundai,sonata,2014,Sedan,Yes,Petrol,2.0 Turbo,78000 km,4.0,Automatic,Front,04-May,Left wheel,Red,12,23.79824561403509
45804357,17876,333,ford,fusion,2014,Sedan,No,Hybrid,2,110200 km,4.0,Variator,Front,04-May,Left wheel,White,8,22.444444444444443
45803360,15681,891,hyundai,sonata,2016,Sedan,Yes,LPG,2,265917 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,23.79824561403509
45755110,1960,781,ford,fusion,2012,Sedan,Yes,Hybrid,2.5,375862 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,22.444444444444443
45730629,27946,528,hyundai,elantra,2014,Sedan,Yes,Diesel,1.6,102152 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28.050505050505052
45806241,13172,761,honda,fit,2010,Sedan,No,Hybrid,1.8,368000 km,4.0,Variator,Front,04-May,Left wheel,Grey,12,31.692307692307693
45772694,46728,1811,lexus,gx 460,2010,Jeep,Yes,Petrol,4.6,260771 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,16.5
45704192,14113,761,toyota,prius,2010,Sedan,No,Hybrid,1.8,181022 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,48.625
45766164,1725,934,nissan,altima,2015,Sedan,Yes,Petrol,2.5,163875 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,24.705882352941178
45762234,220,259,chevrolet,volt,2014,Hatchback,Yes,Hybrid,1.4,110958 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,39.22222222222222
45772170,94,441,hyundai,sonata,2015,Sedan,Yes,Hybrid,2.4,261928 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,23.79824561403509
45635253,3607,781,toyota,camry,2012,Sedan,Yes,Hybrid,2.5,156518 km,4.0,Automatic,Front,04-May,Left wheel,White,12,23.541353383458645
45792144,3293,586,honda,civic,2012,Sedan,Yes,Petrol,1.8,124509 km,4.0,Automatic,Front,04-May,Left wheel,White,12,29.164473684210527
45729963,26475,531,hyundai,elantra,2012,Sedan,Yes,Petrol,1.6,75876 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,28.050505050505052
45786992,10663,645,nissan,versa,2011,Hatchback,Yes,Petrol,1.8,143000 km,4.0,Automatic,Front,04-May,Left wheel,Black,10,30.25862068965517
45754310,3607,761,toyota,corolla,2010,Sedan,Yes,Petrol,1.8,290280 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,28.743243243243242
45809662,10117,645,chevrolet,cruze,2011,Sedan,Yes,Petrol,1.8,170000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,31.0
45761763,24891,-,nissan,versa,2011,Hatchback,No,Petrol,1.8,53330 km,4.0,Automatic,Front,04-May,Left wheel,Black,2,30.25862068965517
45775402,3000,-,volkswagen,jetta,1995,Sedan,No,CNG,1.8,1101001 km,4.0,Manual,Front,04-May,Left wheel,White,1,27.428571428571427
45756169,50,-,toyota,prius,2013,Sedan,No,Hybrid,1.5,0 km,4.0,Automatic,Front,04-May,Left wheel,Silver,8,48.625
45810000,30891,697,honda,civic,2015,Sedan,Yes,Petrol,1.8,100658 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,29.164473684210527
45813028,282,584,volkswagen,jetta,2014,Sedan,Yes,Petrol,1.8,35494 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,27.428571428571427
45723428,24148,-,toyota,camry,2014,Sedan,Yes,Hybrid,2.4,152000 km,6.0,Variator,Front,04-May,Left wheel,Grey,12,23.541353383458645
45797291,46207,1375,hyundai,genesis,2015,Sedan,Yes,Petrol,3.8,121758 km,4.0,Automatic,Front,04-May,Left wheel,White,4,20.454545454545453
45586347,5200,1236,honda,fit,2011,Hatchback,No,Petrol,1.3,144000 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4,31.692307692307693
45774057,2430,697,volkswagen,passat,2015,Sedan,Yes,Petrol,1.8,141875 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,23.346153846153847
45763237,94083,1104,bmw,x5,2015,Jeep,Yes,Diesel,3.0 Turbo,97000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,15.619047619047619
45646103,23521,629,nissan,juke,2015,Jeep,Yes,Petrol,1.6 Turbo,76099 km,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,15,28.571428571428573
45809666,27435,501,honda,fit,2014,Hatchback,Yes,Petrol,1.5,109000 km,4.0,Automatic,Front,04-May,Left wheel,White,4,31.692307692307693
45774767,10506,761,ford,transit connect,2010,Goods wagon,Yes,Diesel,1.8 Turbo,85000 km,4.0,Manual,Front,04-May,Left wheel,Red,4,22.5
45813453,11604,-,toyota,prius,2006,Sedan,No,Hybrid,1.5,331139 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,48.625
45631454,627,1405,bmw,x5,2009,Sedan,Yes,Petrol,3,171382 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0,15.619047619047619
45810231,34419,891,chevrolet,malibu,2016,Sedan,Yes,Petrol,2,106642 km,4.0,Automatic,Front,04-May,Left wheel,White,4,24.815384615384616
45771998,282,640,ford,fusion,2013,Sedan,Yes,Hybrid,2,174619 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0,22.444444444444443
45624971,10820,919,bmw,x5,2012,Jeep,Yes,Diesel,3,229966 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0,15.619047619047619
45654459,18503,481,ford,fusion,2017,Sedan,Yes,Hybrid,2,75597 km,4.0,Automatic,Front,04-May,Left wheel,White,12,22.444444444444443
45815495,470,1514,lexus,gx 470,2011,Jeep,Yes,Petrol,4.6,202048 km,8.0,Automatic,4x4,04-May,Left wheel,White,12,15.0
45645729,9722,609,toyota,camry,2018,Sedan,Yes,Hybrid,2.5,127515 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,23.541353383458645
45798216,27924,880,hyundai,elantra,2018,Sedan,Yes,Petrol,1.6,53000 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28.050505050505052
45624954,14113,915,bmw,x5,2014,Jeep,Yes,Diesel,3,110715 km,6.0,Automatic,4x4,04-May,Left wheel,White,0,15.619047619047619
45801411,12074,583,hyundai,accent,2011,Sedan,Yes,Diesel,1.6,304058 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,30.0
45813698,17562,765,subaru,brz,2015,Coupe,Yes,Petrol,2,59731 km,4.0,Automatic,Rear,02-Mar,Left wheel,Grey,12,25.0
45617143,1411,640,suzuki,sx4,2013,Sedan,Yes,Petrol,2,193504 km,4.0,Automatic,Front,04-May,Left wheel,Red,0,24.928571428571427
45786022,19130,474,chevrolet,volt,2013,Hatchback,No,Plug-in Hybrid,1.4,103000 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,39.22222222222222
45801550,15612,687,hyundai,elantra,2010,Sedan,Yes,Petrol,1.6,138425 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28.050505050505052
45808849,12544,-,volkswagen,touareg,2004,Jeep,Yes,LPG,3,176000 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,12,17.96875
45757605,15994,-,toyota,prius,2010,Sedan,No,Hybrid,1.8,145000 km,4.0,Variator,Front,04-May,Left wheel,Blue,6,48.625
45806573,1646,836,hyundai,elantra,2010,Sedan,Yes,Petrol,2,172003 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,28.050505050505052
45646869,314,779,toyota,camry,2013,Sedan,Yes,Hybrid,2.5,225510 km,4.0,Automatic,Front,04-May,Left wheel,White,12,23.541353383458645
45793126,4704,790,chevrolet,cruze,2009,Sedan,Yes,Petrol,1.6,50549 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,31.0
45780583,19130,-,ford,mustang,2012,Coupe,No,Petrol,3.7 Turbo,107000 km,6.0,Automatic,Rear,02-Mar,Left wheel,Red,8,19.767441860465116
45756944,2430,2151,lexus,gx 470,2009,Jeep,Yes,Petrol,4.7,264339 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,15.0
45809614,35839,690,honda,fit,2016,Hatchback,Yes,Petrol,1.5,9756 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,31.692307692307693
45766617,73071,1646,lexus,gx 460,2015,Jeep,Yes,Petrol,4.6,188078 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,16.5
45780785,16308,531,nissan,juke,2012,Jeep,No,Petrol,1.6,116000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Silver,12,28.571428571428573
45808247,600,-,lexus,gx 470,2003,Jeep,No,Petrol,4.7,230000 km,8.0,Automatic,4x4,04-May,Left wheel,Beige,0,15.0
45769325,627,1750,toyota,highlander,2008,Jeep,Yes,Hybrid,3.3,277405 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12,23.375
45654174,4077,1363,lexus,gx 460,2012,Jeep,Yes,Petrol,4.6,150909 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,16.5
45772528,18817,639,audi,a6,2014,Sedan,Yes,Petrol,2,279722 km,4.0,Automatic,4x4,04-May,Left wheel,Black,0,22.375
45720637,30,-,honda,fit,2003,Hatchback,No,Petrol,1.3,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Red,4,31.692307692307693
45797761,19121,583,hyundai,elantra,2011,Sedan,Yes,Petrol,1.6,132742 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,28.050505050505052
45732674,14715,836,hyundai,sonata,2010,Sedan,Yes,Petrol,2,154847 km,4.0,Automatic,Front,04-May,Left wheel,White,4,23.79824561403509
45759553,862,690,honda,fit,2016,Sedan,Yes,Petrol,1.5,31869 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,31.692307692307693
45790707,12544,639,ford,focus,2014,Hatchback,No,Petrol,2,103318 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0,24.92105263157895
45684538,20385,585,toyota,prius,2013,Sedan,No,Hybrid,1.8,103000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,6,48.625
44945332,17876,-,hyundai,elantra,2014,Hatchback,No,Petrol,1.8,68800 km,8.0,Tiptronic,Front,04-May,Left wheel,Red,8,28.050505050505052
45590465,24618,1324,toyota,highlander,2010,Jeep,Yes,Hybrid,3.3,132603 km,4.0,Tiptronic,4x4,04-May,Left wheel,White,8,23.375
45772445,172486,-,toyota,land cruiser,2018,Jeep,Yes,Diesel,4.7 Turbo,13000 km,12.0,Automatic,4x4,04-May,Left wheel,White,16,23.0
45771632,14426,-,toyota,prius,2008,Hatchback,Yes,Hybrid,1.5,361600 km,4.0,Variator,Front,04-May,Left wheel,White,4,48.625
45438183,18000,-,fiat,500 abarth,2013,Coupe,No,Petrol,1.4 Turbo,142000 km,4.0,Manual,Front,02-Mar,Left wheel,White,4,28.846153846153847
45801742,18240,583,hyundai,elantra,2011,Sedan,Yes,Petrol,1.6,161518 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28.050505050505052
45774054,251,607,toyota,camry,2019,Jeep,Yes,Hybrid,2.5,56834 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,23.541353383458645
45646613,11133,394,toyota,camry,2014,Sedan,Yes,Hybrid,2.5,179381 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,23.541353383458645
45689301,37633,640,bmw,x3,2013,Jeep,Yes,Petrol,2.0 Turbo,200000 km,4.0,Tiptronic,4x4,04-May,Left wheel,Brown,0,17.5
45787351,17876,753,hyundai,sonata,2012,Sedan,Yes,Hybrid,2.4,131000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,23.79824561403509
45732657,16935,1017,hyundai,sonata,2017,Sedan,Yes,LPG,2,227911 km,4.0,Automatic,Front,04-May,Left wheel,White,4,23.79824561403509
45768104,14269,1324,toyota,highlander,2010,Jeep,Yes,Hybrid,3.3,300366 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,12,23.375
45615516,6272,530,nissan,juke,2013,Jeep,Yes,Petrol,1.6,312118 km,4.0,Automatic,Front,04-May,Left wheel,Black,0,28.571428571428573
45815545,14113,-,chevrolet,cruze,2013,Sedan,No,Petrol,1.4 Turbo,210000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,12,31.0
45810042,49058,1091,chevrolet,impala,2016,Sedan,Yes,Petrol,2.5,73148 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,21.639344262295083
45796866,15681,781,volkswagen,passat,2012,Sedan,Yes,Petrol,2.5,2012 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,8,23.346153846153847
45761056,470,530,nissan,juke,2013,Jeep,Yes,Petrol,1.6,108765 km,4.0,Automatic,4x4,04-May,Left wheel,Blue,0,28.571428571428573
45778048,3200,-,ford,taurus,1998,Sedan,No,CNG,3,160000 km,6.0,Automatic,Front,04-May,Left wheel,Golden,4,20.311475409836067
45629040,18817,640,hyundai,sonata,2013,Sedan,Yes,Petrol,2.0 Turbo,68000 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,6,23.79824561403509
45756950,61154,1646,lexus,gx 470,2015,Jeep,Yes,Petrol,4.6,273493 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,0,15.0
45798240,37066,880,hyundai,elantra,2018,Sedan,Yes,Petrol,1.6,20388 km,4.0,Automatic,Front,04-May,Left wheel,White,4,28.050505050505052
45462649,11917,1062,toyota,corolla,2006,Sedan,No,Diesel,1.4 Turbo,162000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,6,28.743243243243242
45606163,3000,-,honda,fit,2004,Hatchback,No,Petrol,1.3,11111 km,2.0,Automatic,Front,04-May,Right-hand drive,White,6,31.692307692307693
45810634,10697,363,chevrolet,spark,2014,Hatchback,Yes,Petrol,1,95100 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,33.1
42993723,16935,503,toyota,prius c,2012,Hatchback,No,Hybrid,1.5,107000 km,4.0,Automatic,Front,04-May,Left wheel,Red,12,48.22222222222222
45805602,18189,584,volkswagen,jetta,2014,Sedan,Yes,Petrol,1.8 Turbo,65600 km,4.0,Automatic,Front,04-May,Left wheel,Black,8,27.428571428571427
44116117,29793,-,toyota,highlander,2008,Jeep,Yes,Hybrid,3.3,2005 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,23.375
45757690,314,420,hyundai,accent,2019,Sedan,Yes,Hybrid,1.6,14587 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,30.0
45809625,13877,586,chevrolet,cruze,2012,Sedan,Yes,Petrol,1.8,126000 km,4.0,Automatic,Front,04-May,Left wheel,White,4,31.0
45780941,25086,-,lexus,gs 350,2008,Sedan,Yes,Petrol,3.5,132500 km,6.0,Tiptronic,Rear,04-May,Left wheel,Grey,12,22.53846153846154
45768436,392,1514,lexus,gx 470,2011,Sedan,Yes,Petrol,4.6,202048 km,8.0,Automatic,4x4,04-May,Left wheel,White,0,15.0
45810913,941,781,chevrolet,cruze,2018,Sedan,Yes,Petrol,1.4,39466 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,31.0
45720850,51746,1104,bmw,x5,2015,Jeep,Yes,Petrol,3.0 Turbo,110400 km,6.0,Tiptronic,4x4,04-May,Left wheel,White,12,15.619047619047619
45813964,1333,1172,lexus,rx 350,2011,Jeep,Yes,Petrol,3.5,259232 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,22.692307692307693
45764583,14269,761,toyota,prius,2010,Hatchback,No,Hybrid,1.8,210000 km,4.0,Variator,Front,04-May,Left wheel,White,12,48.625
45768548,6586,1760,chrysler,pacifica,2017,Sedan,Yes,Petrol,3.6,31090 km,6.0,Automatic,Front,04-May,Left wheel,Grey,12,22.0
45677283,8467,658,honda,insight,2009,Hatchback,No,Hybrid,1.3,155000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8,46.892857142857146
45801395,11917,-,toyota,prius,2007,Sedan,No,Hybrid,1.5,318400 km,4.0,Automatic,Front,04-May,Left wheel,Sky blue,5,48.625
45766501,21639,810,toyota,corolla,2016,Sedan,No,Petrol,1.8,131000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,10,28.743243243243242
45624784,5645,1324,toyota,highlander,2010,Jeep,Yes,Hybrid,3.3,264877 km,6.0,Automatic,4x4,04-May,Left wheel,White,12,23.375
45757282,5018,1646,lexus,gx 460,2015,Jeep,Yes,Petrol,4.6,188078 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,16.5
45647810,3136,781,toyota,camry,2012,Sedan,Yes,Hybrid,2.5,159379 km,4.0,Automatic,Front,04-May,Left wheel,White,12,23.541353383458645
45521264,38260,640,audi,allroad,2013,Universal,Yes,Petrol,2.0 Turbo,117000 km,4.0,Tiptronic,4x4,>5,Left wheel,Black,8,16.0
45803521,10663,765,hyundai,sonata,2015,Sedan,Yes,LPG,2,278223 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,23.79824561403509
45766142,9565,915,audi,a7,2014,Hatchback,Yes,Petrol,3,191373 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,0,24.0
45475759,6586,-,land rover,freelander,2004,Jeep,Yes,Petrol,2,150000 km,4.0,Manual,Front,04-May,Left wheel,Silver,4,17.0
45603093,76835,-,porsche,panamera s,2012,Sedan,Yes,Petrol,4.8,90000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Black,8,19.857142857142858
45792278,5645,-,honda,fit,2002,Sedan,No,Petrol,1.3,260000 km,4.0,Automatic,Front,04-May,Right-hand drive,Red,0,31.692307692307693
45816554,1568,1079,hyundai,elantra,2018,Sedan,Yes,Petrol,2,61795 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12,28.050505050505052
45056980,13485,501,ford,fusion,2014,Sedan,Yes,Petrol,1.5 Turbo,133260 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,22.444444444444443
45667807,17876,-,hyundai,elantra,2011,Sedan,No,Petrol,1.8,68771 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,28.050505050505052
45667915,23521,781,toyota,camry,2012,Sedan,No,Petrol,2.5,113000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,23.541353383458645
45782452,16935,-,toyota,prius c,2012,Hatchback,No,Hybrid,1.5,91400 km,4.0,Variator,Front,04-May,Left wheel,Silver,12,48.22222222222222
45701260,5488,-,volkswagen,jetta,2003,Sedan,Yes,Petrol,1.8 Turbo,228000 km,4.0,Manual,Front,04-May,Left wheel,Black,6,27.428571428571427
45793860,19200,-,jaguar,xj,1999,Sedan,Yes,Petrol,4,1000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Green,7,18.304347826086957
45641730,18817,609,toyota,camry,2018,Sedan,Yes,Hybrid,2.5,35058 km,4.0,Automatic,Front,04-May,Left wheel,White,12,23.541353383458645
45680615,13485,-,suzuki,grand vitara,2005,Jeep,No,Petrol,2.7,180000 km,6.0,Automatic,4x4,04-May,Left wheel,Carnelian red,6,19.5
45808942,11704,530,chevrolet,aveo,2013,Hatchback,Yes,Petrol,1.6,71000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,27.5
45797092,18124,707,hyundai,genesis,2011,Coupe,Yes,Petrol,2,160000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4,20.454545454545453
45816409,1568,753,hyundai,sonata,2012,Sedan,Yes,Petrol,2.4,246230 km,4.0,Automatic,Front,04-May,Left wheel,Black,12,23.79824561403509
39669828,14900,530,ford,fiesta,2013,Sedan,No,Petrol,1.6,37000 km,4.0,Automatic,Front,04-May,Left wheel,White,8,31.5
45290568,26343,-,ford,mustang,2012,Coupe,No,Petrol,3.7,92000 km,6.0,Manual,Rear,02-Mar,Left wheel,Blue,9,19.767441860465116
45649770,941,1646,lexus,gx 460,2015,Jeep,Yes,Petrol,4.6,188078 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0,16.5
45732689,15053,765,hyundai,sonata,2015,Sedan,Yes,LPG,2,272769 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,23.79824561403509
45774188,314,831,chevrolet,malibu,2011,Sedan,Yes,Petrol,2.4,205307 km,4.0,Automatic,Front,04-May,Left wheel,White,12,24.815384615384616
45646854,16621,915,bmw,x5,2014,Jeep,Yes,Diesel,3,110715 km,6.0,Automatic,4x4,04-May,Left wheel,White,0,15.619047619047619
45803248,10976,765,hyundai,sonata,2015,Sedan,Yes,LPG,2,620755 km,4.0,Automatic,Front,04-May,Left wheel,White,4,23.79824561403509
45765173,314,259,chevrolet,volt,2014,Hatchback,Yes,Hybrid,1.4,131893 km,4.0,Automatic,Front,04-May,Left wheel,Brown,0,39.22222222222222
45809870,16041,586,chevrolet,cruze,2012,Sedan,Yes,Petrol,1.8,80497 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,31.0
45795615,7840,-,mazda,mpv,2004,Minivan,No,LPG,2.3,150783 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,2,17.90625
45766800,862,753,hyundai,sonata,2012,Sedan,Yes,Petrol,2.4,289920 km,4.0,Automatic,Front,04-May,Left wheel,Red,12,23.79824561403509
45662261,4861,308,honda,civic,2015,Sedan,Yes,Hybrid,1.5,49272 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0,29.164473684210527
45801444,16891,730,hyundai,accent,2016,Sedan,Yes,Diesel,1.6,43840 km,4.0,Automatic,Front,04-May,Left wheel,White,4,30.0
45758179,20071,753,kia,optima,2012,Sedan,Yes,Hybrid,2.4,100000 km,4.0,Automatic,Front,04-May,Left wheel,Black,8,24.349206349206348
45781372,6899,-,subaru,legacy,2002,Universal,No,CNG,2,188645 km,4.0,Automatic,4x4,04-May,Right-hand drive,Silver,2,22.8125
45811789,25716,1051,hyundai,sonata,2016,Sedan,No,Petrol,2.4,51000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,16,23.79824561403509
45815355,8154,1172,lexus,is 350,2011,Sedan,Yes,Petrol,3.5,259066 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,22.066666666666666
45809991,51272,891,honda,civic,2016,Sedan,Yes,Petrol,2,42378 km,4.0,Automatic,Front,04-May,Left wheel,White,4,29.164473684210527
45318918,16621,562,chevrolet,cruze,2015,Sedan,Yes,Petrol,1.4 Turbo,144000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,12,31.0
45798076,13771,790,hyundai,elantra,2009,Sedan,Yes,Petrol,1.6,143091 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,28.050505050505052
43744930,17562,640,ford,fusion,2013,Sedan,Yes,Hybrid,2,218400 km,4.0,Automatic,Front,04-May,Left wheel,Black,6,22.444444444444443
